"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","12","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"2","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","13","Header comments are required","Documentation","CommentRequired"
"3","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","13","To avoid mistakes add a comment at the beginning of the FastReader nested class if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"4","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","14","Field comments are required","Documentation","CommentRequired"
"5","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","14","To avoid mistakes add a comment at the beginning of the br field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"6","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","14","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"7","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","15","Field comments are required","Documentation","CommentRequired"
"8","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","15","To avoid mistakes add a comment at the beginning of the st field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"9","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","15","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"10","","/Users/martinhoaragao/Dev/ProgrammerProfiler/ExerciseExamples/CodeChef-Medium-Coins/Guy11/20953926.java","3","17","Public method and constructor comments are required","Documentation","CommentRequired"
